,DateTime,Tweet Id,Tweet,Username,Location,Tweet_Preprocessed,sentiment
10,2022-12-12 06:09:16+00:00,1602183788330897408,"@ridwankamil Gedebage dll banjir wae Pa (padahal tos aya tol cai), transportasi publik Bandung Raya makin sedih Pa, Pasar Kordon dll macet wae Pa, fly over dibangun, malah tetep macet Pa, KBU makin rusak Pa, SD di Depok kumaha Pa? dll dll. Punten da Bpk pejabat publik🙏🙏",prasetya2233,,gedebage banjir tos tol cai transportasi publik bandung raya sedih pasar kordon macet fly over bangun macet kbu rusak sekolah dasar depok punten jabat publik,Marah
11,2022-12-07 09:32:04+00:00,1600422884706770944,@ridwankamil Innalillahi wainna ilaihi rojiun semoga alm husnul khatimah aamiin ya rabbal'alamin. Al Fatihah.,consc1ence_,,innalillahi ilaihi rojiun moga almarhum husnul khatimah amin ya rabi alamin al fatihah,Bahagia
12,2022-12-18 16:37:56+00:00,1604516322184159232,awas jangan samapi nggak menerima pekerja penyandang disabilitas loh #bersamajuara #ridwankamil https://t.co/yh1MpXEc54,asianarivera,,awas terima kerja sandang disabilitas,Bahagia
13,2022-12-07 16:04:07+00:00,1600521544199180288,Iya nih di linimasa masih aja ada yang nyebarin :-( serem #bersamajuara #ridwankamil https://t.co/gCUFkuvAT4,CHECKinBANDUNG,,iya nih lini sebar seram,Sedih
14,2022-12-13 13:20:49+00:00,1602654778487889920,"Ada kabar lambang garuda di kantor bupati bandung tanpa kepala&amp;sayap.
Lama di biarkan,apa nunggu emak bongkar kantor nya sekalian.!
Coba perhatikan dan urus cepat masalah ini , masa kantor nya ridwan kamil ada Lambang Burung Garuda begitu ???☝️☝️☝️ jabar SARANG  nya kadrun https://t.co/wWiSOzRM1Z",UMATEIBLIS7,,kabar lambang garuda kantor bupati bandung kepala amp sayap biar tunggu emak bongkar kantor nya coba perhati urus cepat kantor nya ridwan kamil lambang burung garuda jabar sarang nya kadrun,Marah
15,2022-12-07 06:51:49+00:00,1600382556654166016,"@Trojannnnnnn @Husenkimyaa @ridwankamil Tunggu hasil investigasi aja deh ya.. tunggu riwayat hidupnya, cmn klo dah kluar ati"" kaget ntar stroke.",Jacobs04705479,,tunggu hasil investigasi deh ya tunggu riwayat hidup hati kaget strok,Bahagia
16,2022-12-08 23:37:51+00:00,1600998120338644992,"@ridwankamil Jangan hanya kasih ucapan belasungkawa saja dong,buat aksi yg nyata utk keluarganya,disitu ada anak² dan isterinya, bagaimana dg kelangsungan hidup keluarganya,perlu santunan hingga anak²nya semua hrs  lulus sekolah.

 Faham Wahabi yg banyak menyesatkan orang ,harus dibubarkan.",GARUDAPUTIH_21,,kasih belasungkawa aksi nyata keluarga situ anak isterinya langsung hidup keluarga santun anak nya lulus sekolah paham wahabi sesat orang bubar,Sedih
17,2022-12-19 12:26:13+00:00,1604815365455740929,"Elektabilitas @ridwankamil Sebagai Cawapres 2024 Unggul Jauh dari Pesaingnya, Erick Thohir Terlempar -
 https://t.co/CFykLJtg9a",Wisesa2024,,elektabilitas calon wakil presiden unggul saing erick thohir lempar,Bahagia
18,2022-12-11 00:57:09+00:00,1601742853071572992,"@ridwankamil @KratingdaengID @ridwankamil  tolong Ini KTP lama kan rusak, mau minta KTP BARU . Seminggu tidak jadi, alasan nggak tau apa aja habis. Telefon karna KTP  mau pakai, tiba tiba minta 2.5jt !! TOLONG . Daerah Kabupaten Sambas Kalimantan Barat",JUVITA07823956,,tolong kartu tanda duduk rusak kartu tanda duduk minggu alas tau habis telefon kartu tanda duduk pakai juta tolong daerah kabupaten sambas kalimantan barat,Marah
19,2022-12-14 01:53:29+00:00,1602844192165621760,"@StefanAntonio__ @agussusilo7562 @ridwankamil Yo tebak2an, sang gubernur bakal gabung ke partai apa ?",aakuldesak,,iya tebak sang gubernur gabung partai,Bahagia
20,2022-12-09 05:20:45+00:00,1601084415232593922,"Fenometer melakukan pemantauan terhadap performa Ridwan Kamil, Ganjar Pranowo, dan Prabowo Subianto di media digital pada 1-30 November 2022. 
 
Ada fenomena apa lagi yang terjadi di media online? Temukan di https://t.co/RWHOMUJJcq

#fenometer #kandidatcapres2024 #fenojournal https://t.co/4Q8XvwLDaw",fenometerid,,fenometer laku pantau hadap performa ridwan kamil ganjar pranowo prabowo subianto media digital november fenomena media online temu,Bahagia
21,2022-12-19 08:12:59+00:00,1604751636655509505,@ridwankamil Hari Senin ini diawali dengan menjadi Pembina Upacara Bela Negara tingkat Provinsi Jawa Barat di Gedung Sate. Selamat Hari Bela Negara. Tiap kita punya cara masing-masing membela negara. Apa cara juara warga? #JabarJuara #IndonesiaJuara #IndonesiaBergerak https://t.co/AojWWZt4tn,Wisesa2024,,senin bina upacara bela negara tingkat provinsi jawa barat gedung sate selamat bela negara bela negara juara warga,Bahagia
22,2022-12-06 02:01:31+00:00,1599947111399030785,"@ridwankamil Ass Pak,pdam di rmh sy di ciwstra bdg sdh tdk ngalir berthn2,tp sy slalu byr abdomnny tiap bln 17rb,tp sy kget tagihn bln ini jd 105rb,krn ad aturn baru dr pk walkot bdg min pmkaian tetap 10m3,pdhl sy tdk pakai air stestes pun,tdk adil khn pak,mhn responny Pak, nuhun",FTIb3lov3d,,ass pdam rumah ciwstra bandung alir berthn bayar abdomnny ribu kget tagihn ribu aturn wali kota bandung min pmkaian pakai air stestes adil khn mhn responny terima kasih,Marah
23,2022-12-20 07:32:05+00:00,1605103732500283392,"Tapi memang tak dipungkiri, performa Jabar dibawah kepemimpinan Ridwan Kamil semakin baik #bersamajuara https://t.co/6z7FUiVQbC",maznalend,,dipungkiri performa jabar pimpin ridwan kamil,Bahagia
24,2022-12-06 08:32:09+00:00,1600045418226003968,@leesoodam99 @ridwankamil Nah pak @ganjarpranowo ngk undang secret number seng wonten mbk dita karang tiyang asli jogja?wong jowo loh pak,blinklockey12,,undang secret number seng wonten mbak dita karang tiyang asli yoyakarta orang jawa,Marah
25,2022-12-08 03:32:07+00:00,1600694687509417984,"@disdukcapilkab kerabat yg bekerja di pemda pun saya mintakan tolong berkabar jika blanko sudah ada, cuma memang belum ada. Sebenarnya hanya minta konfirmasi dan pejelasan apakah memang sedang tidak bisa cetak E-KTP dan tidak ada cara lain untuk itu? Hatur nuhun 🙏🏼 @ridwankamil",tanparama,,kerabat kerja perintah daerah tolong kabar blanko konfirmasi cetak e kartu tanda duduk hatur terima kasih,Bahagia
26,2022-12-18 09:57:21+00:00,1604415514385649664,@kardiu @khusnul_alovers @ridwankamil iya public speaking nya bagus banget #bersamajuara #ridwankamil,PemudaPejuang_,,iya publik speaking nya bagus banget,Bahagia
27,2022-12-14 11:49:25+00:00,1602994162059837444,"@kakekharam @pengarang_sajak @ridwankamil Uda sorga ga kebagian, bangun tempat ibadah ga dapet ijin…miris banget yaa ??😁😁",WibhawaSutha,,sorga bangun ibadah izin miris banget ya,Sedih
28,2022-12-09 14:38:04+00:00,1601224665766440961,"Hallo sobat bima tiga 👋 
di wilayah Purwakarta dan sekitarnya,ijin menginformasikan ada pemeliharaan jalan yaitu pekerjaan pemasangan rucuk bambu.
@bimautamajabar
@ridwankamil
#dbmprjuara https://t.co/gxsQSFxOu4",bimatigabdg,,halo sobat bima wilayah purwakarta izin informasi pelihara jalan kerja pasang rucuk bambu,Bahagia
29,2022-12-07 06:37:31+00:00,1600378956368478208,@nandosony Ya kalau berita versi rakyat pasti akan unggul Ridwan Kamil kan #bersamajuara,pilihyangbaik,,ya berita versi rakyat unggul ridwan kamil,Bahagia
30,2022-12-10 00:01:30+00:00,1601366458415468544,"Gathering Rapat Tahunan Pplhi, Megamendung 6-7/12/2022.

Membangun hubungan emosional dan keakraban dalam perspektif yang sama.

#pplhiupdate_2020 #pplhiupdate_2016 #RelawanSahabatRK #SahabatRK #ridwankamil #IndonesiaJuara #IndonesiaLestari @ridwankamil @ridwansyahyusuf https://t.co/IZonjjLDPr",NettyRosMiatyR2,,gathering rapat pplhi megamendung bangun hubung emosional akrab perspektif,Bahagia
31,2022-12-11 10:07:13+00:00,1601881282015031296,@bersamajuara Nah iya bener sebaiknya bantuna untuk Cianjur itu satu pintu biar mudah pendistribusiannya #bersamajuara #ridwankamil,CHECKinBANDUNG,,iya bantuna cianjur pintu biar mudah distribusi,Bahagia
32,2022-12-07 16:54:01+00:00,1600534103329107968,"@ridwankamil Allahuma fir lahu, warhamhu, wa afi'i, wapuamhu, semoga Allah memberikan mu hadiah Syahid dan meninggal dalam keadaan Husnul Khotomah Saudaraku Aipda sofyan, kami akan menerus perjuanganmu untuk mejaga Negeri ini, Islam tidak diajarkan oleh Rasulullah utk menyakiti orang lain,",Kacuk03587188,,allahuma fir lahu warhamhu wa afi i wapuamhu moga allah mu hadiah syahid tinggal husnul khotomah saudara aipda sofyan juang mejaga negeri islam ajar rasulullah sakit orang,Bahagia
33,2022-12-10 11:41:51+00:00,1601542707553656832,@tm__siahaan @sigitwid @Uki23 @ridwankamil Lha.... menurut keterangan walkot depok justru si bapak itu(@ridwankamil) yg memerintahkan peng alih fungsian lahan sekolah menjadi masjid. Apa yg bisa diharap drnya?,BlackDoggg123,,terang wali kota depok sih perintah peng alih fungsi lahan sekolah masjid harap drnya,Marah
34,2022-12-07 10:00:01+00:00,1600429917719642114,"Ridwan Kamil minta masyarakat untuk jangan panik dan harus tetap tenang dengan insiden Bom bunuh diri yg terjadi ini
#HindariPahamRadikal
Kami Tidak Takut https://t.co/quPaInDgNZ",sakitbrot,,ridwan kamil masyarakat panik tenang insiden bom bunuh takut,Sedih
35,2022-12-18 09:48:44+00:00,1604413343472975872,"@ridwankamil yang krisis saat ini layanan publik secara analog, kang",perletakan,,krisis layan publik analog kang,Bahagia
36,2022-12-19 07:53:03+00:00,1604746619328819201,"Ridwan Kamil Ngaku Gelontorkan Satu Triliun untuk NU Jawa Barat, PWNU: Itu Pernyataan Memecah Belah https://t.co/juAj7sMT4t",venomencret,,ridwan kamil gelontor triliun nu jawa barat urus wilayah nahdlatul ulama nyata pecah belah,Marah
37,2022-12-18 17:15:29+00:00,1604525770721726464,@rosaliaratih @ridwankamil yuk kang kami dukung maju di Pilpres 2024 #bersamajuara,aku_penggembira,,yuk kang dukung maju pilih presiden,Bahagia
38,2022-12-13 02:44:59+00:00,1602494763198214144,"Raja raja nusantara dihidupkan kembali sejak pk @jokowi jadi presiden sbg duta budaya +62 agar tdk hilang kebudayaan Nusantara. Sejak reformasi 1999, raja 2 kecil nusantara mulai membangun kembali selain jogja
Cc @mohmahfudmd @LaNyallaMM1 @jansen_jsp @ganjarpranowo @ridwankamil https://t.co/xiKb6fbTQm",Hendrikorachman,,raja raja nusantara hidup presiden duta budaya hilang budaya nusantara reformasi raja nusantara bangun yoyakarta cc,Bahagia
39,2022-12-10 16:18:51+00:00,1601612419331411969,@aunlove @Ahda_snsd39 mekanisme nya masuk akal juga karna smk atau sma lebih dewasa dalam berfikir jadi perlu diarahkan supaya lebih benar #bersamajuara #ridwankamil,meisusilawati3,,mekanisme nya masuk akal sekolah juru dewasa pikir arah,Marah
40,2022-12-04 08:04:26+00:00,1599313665840193538,"@Uplu7 @Karsono12732862 @AdilJuju @tanya_napa @Biang05553051 @brew_oq @Wawan_74 @Afridu6 @yantireinke @Sigromilir01 @winoto_ali @mamat_tobat @Anwarbohebo @HeryIdris5 @ESitohag @Meey1235 @NembeNetes @panjianom102 @veelgeno @Bonaleles @AlamTimur3 @syahriyalkamil @topan268 @suprayoga123 @ntar_yaa @rondamedsos @alekda @Jebenk63285910 @12uwongdeso @wbintoro101209 @shield17845 @mahasiswigenz @KemurahanTuhan @K7_m0en @Mantova42167289 @Wandystjk @dwynur666 @salimbonim @AKamas0911 @Juniwun_007 @Humaira922 @ridwankamil @H_HermanCianjur @infocianjur @PemkabCianjur @pemkabcjr @BPBDJabar @Poldajabar @ResNgawi @TukangMu Oooooo...
Ini penampakan rumah dp nol rupiah ..??
Udah berapa persen warga dki yg menikmatinya..
Keberpihakan..???🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣",Diek_Clev,,oooooo rumah uang muka nol rupiah persen warga daerah khusus ibukota nikmat,Bahagia
41,2022-12-11 08:33:37+00:00,1601857724228448259,@alabiday Semoga bermanfaat ya ini rumah anti gempanya #bersamajuara #ridwankamil,AbrarHakim1,,moga manfaat ya rumah anti gempa,Bahagia
42,2022-12-15 09:43:43+00:00,1603324919378763779,"@asepsofyanwci @pengarang_sajak @ridwankamil APBD berasal dari pajak yg menurut kaum kadrun haram. Disamping itu pajak pun jg berasal pajak orang2 non muslim.... apa gak makin haram tuh!? Mirip bikin gorengan minyaknya campuran minyak sawit sama minyak babi.
Klo soal DUIT mah gak ada haramnya ya Drun!",herrymaro,,anggar belanja daerah pajak kaum kadrun haram samping pajak pajak orang non muslim haram bikin goreng minyak campur minyak sawit minyak babi duit haram ya drun,Marah
43,2022-12-20 06:29:11+00:00,1605087899694690304,"Asal konsisten bahkan lebih baik lagi dalam memimpin Jabar, niscaya elektabilitas Kang @ridwankamil akan terus bergerak naik #bersamajuara https://t.co/AkCwtr8TKS",SisFebriana,,konsisten pimpin jabar niscaya elektabilitas kang gerak,Bahagia
44,2022-12-13 08:12:29+00:00,1602577183771623424,"@MyNameIsJuki @mrrzcky @MashudiRbg @sigitwid @ridwankamil @PKSejahtera Maaf pak yang saya tangkap si masnya bilang Kadisdik Depok yang bego.
Coba di baca lagi pelan pelan🙏",kanaya_via,,maaf tangkap sih mas bilang kadisdik depok bego coba baca pelan pelan,Marah
45,2022-12-07 05:03:45+00:00,1600355360162082817,Semoga yang terbaik ya Pak Gub Ridwan Kamil #bersamajuara https://t.co/win1Mzsbrt,AbrarHakim1,,moga ya gubernur ridwan kamil,Bahagia
46,2022-12-13 07:11:10+00:00,1602561750146363394,"@SisFebriana Golkar partai yang berpengalaman, Ridwan Kamil pemimpin yang penuh integritas, semoga berjodoh ya #bersamajuara",AhmadKhairyDzak,,golkar partai alam ridwan kamil pimpin penuh integritas moga jodoh ya,Bahagia
47,2022-12-03 01:46:20+00:00,1598856127542104066,"@Biang05553051 @tanya_napa @Wawan_74 @yantireinke @HeryIdris5 @winoto_ali @Karsono12732862 @Afridu6 @mamat_tobat @Sigromilir01 @Anwarbohebo @AdilJuju @ESitohag @Meey1235 @Uplu7 @NembeNetes @panjianom102 @veelgeno @Bonaleles @AlamTimur3 @syahriyalkamil @topan268 @suprayoga123 @ntar_yaa @rondamedsos @alekda @Jebenk63285910 @12uwongdeso @wbintoro101209 @shield17845 @mahasiswigenz @KemurahanTuhan @K7_m0en @Mantova42167289 @Wandystjk @dwynur666 @salimbonim @AKamas0911 @Juniwun_007 @Humaira922 @ridwankamil @H_HermanCianjur @infocianjur @PemkabCianjur @pemkabcjr @pemudakatolikjb @BPBDJabar @Poldajabar @ResNgawi @TukangMu Biaya keluyuran gubernur jateng kan dr uang operasional beliau.
Keluyuran kan dlm rangka jabatnya juga.
Bukan sebagai pengangguran yg kurang kerjaan",Diek_Clev,,biaya keluyur gubernur jawa uang operasional beliau keluyur rangka jabat anggur kerja,Bahagia
48,2022-12-07 05:22:29+00:00,1600360072676536326,@ridwankamil Seang ni dodak i pabalga-balgahon ho,Nantisoree,,seang nih dodak i pabalga balgahon oh,Bahagia
49,2022-12-19 22:44:31+00:00,1604970964856451074,"@_Rizmaya__ @ridwankamil ape komentar piye jal nek ngeneiki .., lhawong islam radikal islam fanatick iku di kasih ruang pemda sie, kapolda musti turun tangan!",pak_uuL,,komentar jal nek ngeneiki lhawong islam radikal islam fanatick kasih ruang perintah daerah sih kepala polisi daerah turun tangan,Marah
50,2022-12-14 11:19:33+00:00,1602986648630743040,"@StefanAntonio__ @DPRDKotaDepok @IdrisAShomad @PemprovJabar @ridwankamil masuk akal,seandainya tdk ada penolakan dari orang tua murid pasti semua akan silent work...semua terkoordinir.",JessicaNeo4,,masuk akal tolak orang tua murid silent work terkoordinir,Marah
51,2022-12-17 20:25:24+00:00,1604211177365549057,@pengarang_sajak Langsung ke presiden jga sudh tdk percaya lgi sama @ridwankamil mknya lngsung di gas ke pa @jokowi,verraagustian3,,langsung presiden percaya langsung gas,Bahagia
52,2019-12-03 01:12:25+00:00,1201670489300537344,"Di jatengDiy masih byk yg Di bawah 3jt..  Otomatis Perusahaan milih yg UMK rendah 3-4jt Wik Wik Wik byk PHK lagi..  Kan kan PR ekonomi kita banyak, kalian Ribut sajaaa.. Soal politik lah macem macem lah..  😂😂😂😂.. Solusi apa?  Pak @jokowi @ganjarpranowo @ridwankamil @kemenkeu https://t.co/WRbnWgyrTc",JGiyem,"Yogyakarta, Indonesia",jatengdiy juta otomatis usaha pilih umk rendah juta wik wik wik putus hubung kerja kerja rumah ekonomi ribut sajaaa politik solusi,Bahagia
53,2022-12-10 04:51:50+00:00,1601439524134928385,"TAMYIZ Belajar Nahwu Sharaf Semudah Nyanyian
@ridwankamil 
@PaUuRuzhanul 
@Birokesrajabar 
@apresiasijuara
@tamyiz
@AridArha 
@terjemahquran
@kitabkuning
@nahwusharaf https://t.co/Op0CsZC3VH",AridArha,,tamyiz ajar nahwu sharaf mudah nyanyi,Bahagia
54,2022-12-05 06:14:36+00:00,1599648411632140289,"@sigitwid @Kemdikbud_RI @KPAI_official @ridwankamil @psi_id Dana udh turun,ngk dipake salah!Depok udh kacau bgt,ngk ada yg awasi!Jalan margonda itu semrawut,makin tambah lagi skrg jalan dikecilin @KemenBUMN @KemenPU @kemendagri bantu dong,Depok ini kacau banget",kikitaroreh,,dana turun pakai salah depok kacau banget awas jalan margonda semrawut jalan dikecilin bantu depok kacau banget,Marah
55,2022-12-09 06:05:30+00:00,1601095672953905152,@SisFebriana @n_o_vamel @ridwankamil @ata_lia Selamat Kang Emil dan Bu Atalia #bersamajuara #ridwankamil,Rafatartr,,selamat kang emil bu atalia,Bahagia
56,2022-12-04 14:47:03+00:00,1599414989953331200,@Ghinayah_Amalia @ridwankamil Calon pemimpin Indonesia masa depan gitu kalik ya hehe #bersamajuara #ridwankamil,aku_penggembira,,calon pimpin indonesia kali ya hehe,Bahagia
57,2022-12-11 00:37:26+00:00,1601737890182332416,@DhyNurdiansyah Iya vibes nya anak muda banget #BersamaJuara #RidwanKamil,govinditakaren,,iya vibes nya anak muda banget,Bahagia
58,2022-12-14 11:25:52+00:00,1602988235990630402,@RyaWiedy Kalau begini yang goblok warga Depok apa yang kagak becus jadi pemimpin @ridwankamil ?,mojitelevisi,,goblok warga depok becus pimpin,Marah
59,2022-12-05 07:13:29+00:00,1599663234013093889,"@bersamajuara Sungguh sangat berterima kasih bu, sering menyempatkan untuk berdongen bersama anak anak korban bencana gempa di cianjur #bersamacianjur #ridwankamil",rifa_shania,,sungguh terima kasih bu berdongen anak anak korban bencana gempa cianjur,Sedih
60,2022-12-07 09:00:03+00:00,1600414826551033857,"Semangat buat Jawa Barat, Kami Tidak Takut dengan adanya kasus ini, Semangat pakgub Ridwan Kamil, memang harus #HindariPahamRadikal
https://t.co/fhjxR8WOhb",rendisantos0,,semangat jawa barat takut semangat pakgub ridwan kamil,Bahagia
61,2018-03-27 21:31:33+00:00,978746368612188160,"Wilujeng solat subuh kangge pak RK selaku pemimpin, meskipun sekarang sudah cuti.
Namun bagaimana terkait penggusuran lahan ini dengan secara paksa oleh pihak"" yg bersangkutan.? @ridwankamil",Acep_9,"Kota Yogyakarta, Yogyakarta",selamat salat subuh rk pimpin cuti kait gusur lahan paksa sangkut,Marah
62,2022-12-07 06:05:00+00:00,1600370774699040768,@abelchantiqa Ridwan Kamil sudah layak maju sekalipun itu Capres #bersamajuara,CHECKinBANDUNG,,ridwan kamil layak maju calon presiden,Bahagia
63,2022-12-05 08:49:08+00:00,1599687304549138432,@dheaputrinabila Paling disukai artinya kans untuk lebih populer dan dipilih semakin besar untuk Kang Ridwan Kamil #bersamajuara,OurKarim,,suka arti kans populer pilih kang ridwan kamil,Bahagia
64,2022-12-18 05:10:23+00:00,1604343295320084480,"@aku_penggembira Bakal meriah ini nanti peresmiannya, semoga masjidnya nanti juga selalu meriah oleh kebaikan #ridwankamil #bersamajuara",nailaassiffa,,riah resmi moga masjid riah,Bahagia
65,2022-12-06 12:45:27+00:00,1600109162062438401,@HermanLanang3 Capres negara Wakanda. Dimana gubernurnya Ridwan Kamil.,AwkwardMaannn,,calon presiden negara wakanda gubernur ridwan kamil,Bahagia
66,2022-12-17 11:38:47+00:00,1604078652882550784,"@govinditakaren Elektabilitas cawapres tertinggi, tinggal jalan naik lagi untuk meraih elektabilitas tinggi untuk posisi capres @ridwankamil #bersamajuara",n_o_vamel,,elektabilitas calon wakil presiden tinggal jalan raih elektabilitas posisi calon presiden,Bahagia
67,2022-12-05 18:26:51+00:00,1599832688793640962,"Guru Besar Komunikasi Politi UPI Karim Suryadi menilai Gubernur Jawa Barata Ridwan Kamil bisa menjadi kuda hitam dan mengalahkan sosok yang muncul di tiga besar survey capres 2024.
https://t.co/SpfHdnVTQI
#bersamajuara",alabiday,,guru komunikasi politi upi karim suryadi nilai gubernur jawa barata ridwan kamil kuda hitam kalah sosok muncul survei calon presiden,Bahagia
68,2022-12-03 05:39:26+00:00,1598914788725493760,"Sinyal kedekatan Gubernur Jawa Barat, @ridwankamil merapat ke partai Golkar semakin nampak, hal tersebut terlihat saat menghadiri kegiatan pelantikan bersama keluarga besar Kosgoro 1957 Provinsi Jawa Barat di Gedung Sate, Kota Bandung.
#Rekan
https://t.co/cALkjuC1Nl",Rc6969,,sinyal gubernur jawa barat rapat partai golkar lihat hadir giat lantik keluarga kosgoro provinsi jawa barat gedung sate kota bandung,Bahagia
69,2022-12-05 12:45:23+00:00,1599746755574501377,@Galih22januari @Jarwo94504889 capres ke banggaan jabar pak @ridwankamil #Rekan Juara,siska16284484,,calon presiden bangga jabar juara,Bahagia
70,2022-12-08 16:36:43+00:00,1600892139504009217,"JUARA 3
Isi Konten Terbaik 
Lomba Membuat Video Pendek 
""Maudzotul Khasanah Polres Garut""
R. Rachmani S.H.M
PP. Al-Ghoniyan - Selawi
#POLRESGARUT
#WIRDHANTOHADICAKSONO
#POLRIPRESISI
#GARUTKASEP
@jokowi 
@listyosigitprabowo 
@ridwankamil 
@divisihumaspolri 
@humaspoldajabar https://t.co/apcAzmMZxR",sidokkes_garut,,juara isi konten lomba video pendek maudzotul khasanah polisi resor garut r rachmani si h pp al ghoniyan lawi,Bahagia
71,2020-04-04 11:25:37+00:00,1246398515317592068,@gerunion77 @ridwankamil semoga kita bisa saling mengingatkan ya kak. Mari bersama lawan wabah Corona.,ImaSatrianto,"Yogyakarta, Indonesia",moga ya kak mari lawan wabah corona,Bahagia
72,2022-05-22 14:34:05+00:00,1528383704581566464,@englishfess_ Read one camel(ridwan kamil) 😀,JhaniJoss,"nanggulan, kulon progo",read one camel ridwan kamil,Bahagia
73,2022-12-07 04:40:45+00:00,1600349570613252096,"#BreakingNewsMetroTV menurut keterangan Kabid Humas Polda Jabar, ada 9 orang korban ledakan bom di Polsek Astana Anyar, Bandung di antaranya 1 orang anggota kepolisian meninggal dunia, 7 orang anggota &amp; 1 warga menjalani perawatan.
Streaming: https://t.co/bsDO6k69GT
@ridwankamil https://t.co/OMDcHgMJcn",Metro_TV,,terang kabid humas polisi daerah jabar orang korban ledak bom polisi sektor astana anyar bandung orang anggota polisi tinggal dunia orang anggota amp warga jalan awat streaming,Sedih
74,2022-12-11 12:04:36+00:00,1601910822883987457,@IrvanPer @PRFMnews @fenttea @ridwankamil 🤣🤣🤣 eksotik bandungteh  geuning  seeur pantaina,CBudihardjo,,eksotik bandungteh geuning seeur pantaina,Bahagia
75,2022-12-06 05:34:38+00:00,1600000743687475200,@ridwankamil Rasisme di negeri harus di basmi karena negeri ini adalah negeri Pancasila,sandyanom114,,rasisme negeri basmi negeri negeri pancasila,Marah
76,2022-12-07 13:24:46+00:00,1600481444182343683,@_sokmen_ @ridwankamil Seorang Ridwan Kamil paling bisa diandalkan dalam hal memimpin #bersamajuara,govinditakaren,,orang ridwan kamil andal pimpin,Bahagia
